,CVE_DOC,CVE_CLPV,STATUS,CVE_VEND,FECHAELAB,FECHA_DOC,FECHA_ENT,FECHA_VEN,FECHA_CANCELA,CAN_TOT,DES_TOT,DES_FIN
10061,F39477,1852.0,E,1.0,2022-11-03 08:43:20.863,2022-11-03,2022-11-03 00:00:00,2022-12-03,,17590.8546,0.0,0.0
10067,F39483,1284.0,E,2.0,2022-11-03 12:15:59.093,2022-11-03,2022-11-01 00:00:00,2022-12-03,,1737.5,0.0,0.0
10083,F39499,1284.0,E,2.0,2022-11-04 15:58:10.097,2022-11-04,2022-11-04 00:00:00,2022-12-04,,9373.7,0.0,0.0
10098,F39514,1198.0,E,2.0,2022-11-08 10:47:47.587,2022-11-08,2022-11-08 00:00:00,2022-11-23,,430.0,0.0,0.0
10121,F39537,1852.0,E,1.0,2022-11-09 16:25:50.767,2022-11-09,2022-11-09 00:00:00,2022-12-09,,17590.854600000002,0.0,0.0
10168,F39584,1390.0,E,2.0,2022-11-16 10:39:58.213,2022-11-16,2022-11-15 00:00:00,2022-11-16,,8196.78,0.0,0.0
10169,F39585,1965.0,E,2.0,2022-11-16 10:54:08.060,2022-11-16,2022-11-14 00:00:00,2022-12-16,,11550.0,1732.5,0.0
10238,F39654,1053.0,E,1.0,2022-11-29 17:14:38.987,2022-11-29,2022-11-28 00:00:00,2023-02-27,,13065.0,0.0,0.0
10247,F39663,1181.0,E,2.0,2022-11-30 12:52:24.457,2022-11-30,2022-11-30 00:00:00,2022-11-30,,275.88,0.0,0.0
10285,F39701,1583.0,E,2.0,2022-12-06 08:49:47.247,2022-12-06,2022-12-06 00:00:00,2023-01-05,,2423.8500000000004,0.0,0.0
10373,F39789,1690.0,C,6.0,2022-12-19 16:45:39.337,2022-12-19,2022-12-19 00:00:00,2022-12-19,2022-12-21,699.0,0.0,0.0
10375,F39791,1459.0,E,2.0,2022-12-20 09:11:00.023,2022-12-20,2022-12-15 00:00:00,2023-01-19,,14968.8,0.0,0.0
10380,F39796,1690.0,C,6.0,2022-12-20 17:21:38.807,2022-12-20,2022-12-19 00:00:00,2022-12-20,2022-12-20,76.16000000000001,0.0,0.0
10398,F39814,1429.0,E,1.0,2022-12-22 10:03:21.377,2022-12-22,2022-12-22 00:00:00,2023-02-20,,28350.000000000004,0.0,0.0
10450,F39866,1429.0,E,1.0,2023-01-05 10:31:45.190,2023-01-05,2023-01-05 00:00:00,2023-03-06,,28350.0,0.0,0.0
10470,F39886,1583.0,E,2.0,2023-01-09 13:18:35.320,2023-01-09,2022-12-22 00:00:00,2023-02-08,,7960.500000000001,0.0,0.0
10519,F39935,1198.0,E,2.0,2023-01-18 11:04:21.167,2023-01-18,2023-01-17 00:00:00,2023-02-02,,4427.6,0.0,0.0
10539,F39955,1053.0,E,1.0,2023-01-20 10:29:15.303,2023-01-20,2023-01-13 00:00:00,2023-04-20,,17372.82,0.0,0.0
10557,F39973,1965.0,E,2.0,2023-01-24 10:07:26.033,2023-01-24,2023-01-23 00:00:00,2023-02-23,,54970.0,8245.500000000002,0.0
10563,F39979,1429.0,E,1.0,2023-01-24 11:48:28.377,2023-01-24,2023-01-23 00:00:00,2023-03-25,,42600.0,0.0,0.0
10645,F40061,1757.0,E,2.0,2023-01-31 17:59:00.620,2023-01-31,2023-02-02 00:00:00,2023-01-31,,6520.950000000001,0.0,0.0
10656,F40072,1016.0,E,1.0,2023-02-02 10:47:15.430,2023-02-02,2023-01-30 00:00:00,2023-03-04,,2744.0,0.0,0.0
10682,F40098,1459.0,E,2.0,2023-02-07 17:22:30.753,2023-02-07,2023-02-07 00:00:00,2023-03-09,,17712.0,0.0,0.0
10685,F40101,1965.0,E,2.0,2023-02-08 10:05:28.217,2023-02-08,2023-02-07 00:00:00,2023-03-10,,3500.0000000000005,525.0,0.0
10740,F40156,1459.0,E,2.0,2023-02-16 12:08:53.600,2023-02-16,2023-02-16 00:00:00,2023-03-18,,16639.5,0.0,0.0
10785,F40201,1852.0,E,6.0,2023-02-22 10:37:17.217,2023-02-22,2023-02-23 00:00:00,2023-03-24,,5144.700000000001,0.0,0.0
10794,F40210,1289.0,E,1.0,2023-02-22 17:14:52.580,2023-02-22,2023-02-15 00:00:00,2023-03-24,,4692.650000000001,0.0,0.0
10810,F40226,1289.0,E,1.0,2023-02-24 11:17:09.957,2023-02-24,2023-02-24 00:00:00,2023-03-26,,2729.6400000000003,0.0,0.0
10821,F40237,1757.0,E,2.0,2023-02-24 15:18:17.570,2023-02-24,2023-02-13 00:00:00,2023-02-24,,10088.400000000001,0.0,0.0
10839,F40255,1583.0,E,2.0,2023-02-28 09:15:45.753,2023-02-28,2023-02-28 00:00:00,2023-03-30,,3467.35,0.0,0.0
10845,F40261,1786.0,E,2.0,2023-02-28 11:15:32.527,2023-02-28,2023-03-03 00:00:00,2023-02-28,,4663.8,0.0,0.0
10871,F40287,1453.0,E,1.0,2023-03-01 12:58:23.397,2023-03-01,2023-02-27 00:00:00,2023-03-31,,9000.0,0.0,0.0
10876,F40292,1082.0,E,6.0,2023-03-02 11:00:54.770,2023-03-02,2023-03-01 00:00:00,2023-03-02,,3262.0,0.0,0.0
