CVE_VEND,FECHAELAB
2.0,2022-04-12 10:18:50.400
2.0,2022-04-12 10:36:19.707
2.0,2022-04-12 11:14:46.020
2.0,2022-04-12 11:18:31.830
2.0,2022-04-12 11:37:11.963
2.0,2022-04-12 12:43:29.997
2.0,2022-04-12 14:34:49.047
2.0,2022-04-12 14:39:02.760
2.0,2022-04-12 17:05:26.790
2.0,2022-04-12 17:10:39.087
2.0,2022-04-12 17:46:47.367
2.0,2022-04-13 09:46:22.043
2.0,2022-04-13 11:36:55.720
2.0,2022-04-13 11:48:20.543
2.0,2022-04-13 13:00:25.943
2.0,2022-04-13 13:10:29.650
2.0,2022-04-13 13:59:18.497
2.0,2022-04-13 14:03:21.653
2.0,2022-04-13 14:36:10.087
2.0,2022-04-13 15:48:59.377
2.0,2022-04-13 16:08:18.937
2.0,2022-04-13 16:54:18.293
2.0,2022-04-13 17:20:20.033
2.0,2022-04-13 17:32:46.633
2.0,2022-04-18 09:43:56.517
2.0,2022-04-18 09:49:58.460
2.0,2022-04-18 10:51:56.493
2.0,2022-04-18 17:59:08.580
2.0,2022-04-19 09:27:27.403
2.0,2022-04-19 10:14:00.513
2.0,2022-04-19 10:22:34.177
2.0,2022-04-19 12:09:07.253
2.0,2022-04-19 12:12:07.313
2.0,2022-04-19 12:16:28.437
2.0,2022-04-19 14:03:18.947
2.0,2022-04-19 15:28:45.010
2.0,2022-04-19 17:05:42.867
2.0,2022-04-19 17:53:20.113
2.0,2022-04-19 17:54:57.970
2.0,2022-04-20 11:40:17.333
2.0,2022-04-20 13:09:51.290
2.0,2022-04-20 14:22:24.670
2.0,2022-04-20 15:48:34.013
2.0,2022-04-21 09:29:15.607
2.0,2022-04-21 10:26:18.843
2.0,2022-04-21 11:07:50.620
2.0,2022-04-21 11:38:35.393
2.0,2022-04-21 12:06:30.620
2.0,2022-04-21 12:49:43.633
2.0,2022-04-21 13:10:59.007
2.0,2022-04-21 13:38:33.197
2.0,2022-04-21 16:12:52.413
2.0,2022-04-21 16:28:02.057
2.0,2022-04-21 17:21:27.353
2.0,2022-04-21 17:36:05.033
2.0,2022-04-22 11:11:49.590
2.0,2022-04-22 12:16:30.317
2.0,2022-04-22 16:29:53.697
2.0,2022-04-22 16:59:32.800
2.0,2022-04-25 07:55:20.023
2.0,2022-04-25 11:11:01.027
2.0,2022-04-25 12:39:05.907
2.0,2022-04-25 14:09:46.133
2.0,2022-04-25 14:13:27.143
2.0,2022-04-25 14:21:15.450
2.0,2022-04-25 14:40:45.877
2.0,2022-04-25 15:19:01.407
2.0,2022-04-25 15:48:09.907
2.0,2022-04-25 16:07:28.157
2.0,2022-04-25 17:04:15.223
2.0,2022-04-25 17:21:42.483
2.0,2022-04-26 08:04:03.630
2.0,2022-04-26 08:16:57.947
2.0,2022-04-26 10:17:12.197
2.0,2022-04-26 10:27:02.367
2.0,2022-04-26 10:46:57.637
2.0,2022-04-26 12:00:09.547
2.0,2022-04-26 12:08:00.953
2.0,2022-04-26 12:34:51.347
2.0,2022-04-26 13:13:51.157
2.0,2022-04-26 13:47:45.213
2.0,2022-04-26 15:17:38.230
2.0,2022-04-26 15:31:09.470
2.0,2022-04-26 16:19:04.110
2.0,2022-04-26 17:15:53.217
2.0,2022-04-27 11:44:07.053
2.0,2022-04-27 13:03:12.453
2.0,2022-04-27 13:18:16.080
2.0,2022-04-27 14:03:20.490
2.0,2022-04-27 15:33:46.073
2.0,2022-04-27 15:35:10.943
2.0,2022-04-27 17:12:23.417
2.0,2022-04-27 17:48:05.997
2.0,2022-04-28 09:02:11.793
2.0,2022-04-28 09:27:22.457
2.0,2022-04-28 09:33:00.390
2.0,2022-04-28 10:01:31.853
2.0,2022-04-28 10:09:25.150
2.0,2022-04-28 10:45:02.877
2.0,2022-04-28 12:44:54.397
2.0,2022-04-28 13:33:47.953
2.0,2022-04-28 14:19:30.220
2.0,2022-04-28 14:22:54.417
2.0,2022-04-28 14:37:52.310
2.0,2022-04-29 09:00:43.763
2.0,2022-04-29 09:03:30.900
2.0,2022-04-29 10:26:16.497
2.0,2022-04-29 10:35:07.530
2.0,2022-04-29 11:12:59.053
2.0,2022-04-29 11:23:54.740
2.0,2022-04-29 11:30:12.940
2.0,2022-04-29 12:26:28.917
2.0,2022-04-29 12:34:45.570
2.0,2022-04-29 13:00:50.297
2.0,2022-04-29 13:04:43.417
2.0,2022-04-29 13:24:45.723
2.0,2022-04-29 13:41:07.680
2.0,2022-04-29 13:50:25.577
2.0,2022-04-29 14:02:18.527
2.0,2022-04-29 14:09:09.783
2.0,2022-04-29 14:15:24.433
2.0,2022-04-29 14:21:43.543
2.0,2022-04-29 16:04:02.250
2.0,2022-04-29 16:13:34.863
2.0,2022-04-29 16:29:36.287
2.0,2022-04-29 16:48:50.837
2.0,2022-04-29 17:16:16.710
2.0,2022-04-29 17:33:18.630
2.0,2022-04-29 17:44:00.127
2.0,2022-04-29 17:44:59.520
2.0,2022-04-29 17:47:59.757
2.0,2022-04-29 17:57:51.587
2.0,2022-04-29 18:00:08.273
2.0,2022-04-29 18:01:33.417
2.0,2022-04-29 18:02:57.557
2.0,2022-04-29 18:27:00.253
2.0,2022-04-29 18:28:21.223
2.0,2022-04-29 18:31:59.813
2.0,2022-05-02 17:31:52.080
2.0,2022-05-02 17:36:19.307
2.0,2022-05-02 17:41:16.103
2.0,2022-05-03 09:29:28.597
2.0,2022-05-03 12:35:18.577
2.0,2022-05-03 12:56:42.573
2.0,2022-05-03 15:51:23.867
2.0,2022-05-03 16:52:11.493
2.0,2022-05-04 10:00:20.677
2.0,2022-05-04 10:02:58.653
2.0,2022-05-04 10:06:18.517
2.0,2022-05-04 11:01:39.523
2.0,2022-05-04 11:04:41.623
2.0,2022-05-04 11:41:49.310
2.0,2022-05-04 11:47:52.347
2.0,2022-05-04 13:29:05.633
2.0,2022-05-04 13:44:10.760
2.0,2022-05-04 13:45:36.733
2.0,2022-05-04 13:59:20.210
2.0,2022-05-04 14:07:56.607
2.0,2022-05-04 14:40:31.117
2.0,2022-05-04 15:19:53.863
2.0,2022-05-04 16:04:33.793
2.0,2022-05-04 17:58:34.397
2.0,2022-05-05 10:52:23.617
2.0,2022-05-05 11:47:33.123
2.0,2022-05-05 11:57:03.043
2.0,2022-05-05 12:18:21.613
2.0,2022-05-05 12:50:12.313
2.0,2022-05-05 13:48:25.907
2.0,2022-05-05 15:52:40.177
2.0,2022-05-05 15:58:05.847
2.0,2022-05-06 09:28:20.663
2.0,2022-05-06 10:55:53.770
2.0,2022-05-06 10:58:08.667
2.0,2022-05-06 11:11:44.367
2.0,2022-05-06 11:25:50.703
2.0,2022-05-06 11:57:23.347
2.0,2022-05-06 15:30:13.387
2.0,2022-05-06 17:07:38.757
2.0,2022-05-06 17:28:06.540
2.0,2022-05-06 17:34:51.283
2.0,2022-05-09 09:59:46.193
2.0,2022-05-09 12:04:11.933
2.0,2022-05-09 12:11:38.647
2.0,2022-05-09 13:15:02.290
2.0,2022-05-09 13:27:52.607
2.0,2022-05-09 14:22:43.027
2.0,2022-05-09 16:11:26.903
2.0,2022-05-09 16:32:24.803
2.0,2022-05-09 17:43:24.477
2.0,2022-05-10 09:06:57.007
2.0,2022-05-10 09:38:25.867
2.0,2022-05-10 10:01:44.740
2.0,2022-05-10 11:23:27.287
2.0,2022-05-10 13:08:56.360
2.0,2022-05-11 09:41:54.953
2.0,2022-05-11 10:20:03.557
2.0,2022-05-11 10:25:17.807
2.0,2022-05-11 10:27:28.770
2.0,2022-05-11 11:08:06.460
2.0,2022-05-11 12:09:57.090
2.0,2022-05-11 12:23:25.523
2.0,2022-05-11 12:51:50.163
2.0,2022-05-11 14:20:40.140
2.0,2022-05-11 16:28:35.373
2.0,2022-05-11 16:46:24.067
2.0,2022-05-11 16:54:34.760
2.0,2022-05-12 10:05:34.873
2.0,2022-05-12 11:17:10.173
2.0,2022-05-12 11:27:41.177
2.0,2022-05-12 11:36:30.660
2.0,2022-05-12 12:01:42.700
2.0,2022-05-12 13:43:35.457
2.0,2022-05-12 14:23:53.967
2.0,2022-05-12 14:38:47.047
2.0,2022-05-12 17:34:00.090
2.0,2022-05-13 11:15:49.193
2.0,2022-05-13 11:37:02.693
2.0,2022-05-13 12:51:04.610
2.0,2022-05-13 13:03:26.663
2.0,2022-05-13 13:14:01.160
2.0,2022-05-13 14:41:51.847
2.0,2022-05-13 15:48:35.753
2.0,2022-05-13 17:02:14.663
2.0,2022-05-16 10:15:16.427
2.0,2022-05-16 10:33:19.690
2.0,2022-05-16 12:08:26.663
2.0,2022-05-16 12:21:38.577
2.0,2022-05-16 12:51:55.360
2.0,2022-05-16 13:29:32.623
2.0,2022-05-16 18:08:34.513
2.0,2022-05-17 10:10:43.187
2.0,2022-05-17 10:12:08.723
2.0,2022-05-17 10:49:54.860
2.0,2022-05-17 12:36:05.610
2.0,2022-05-17 13:10:03.790
2.0,2022-05-17 13:52:12.463
2.0,2022-05-17 16:33:01.077
2.0,2022-05-17 18:01:17.170
2.0,2022-05-18 12:10:39.637
2.0,2022-05-18 13:05:10.647
2.0,2022-05-18 13:53:45.607
2.0,2022-05-18 16:01:38.517
2.0,2022-05-18 17:50:39.457
2.0,2022-05-19 09:53:22.370
2.0,2022-05-19 12:17:50.970
2.0,2022-05-19 13:23:00.353
2.0,2022-05-19 13:55:22.907
2.0,2022-05-19 14:06:26.267
2.0,2022-05-19 15:07:28.573
2.0,2022-05-19 16:47:23.977
2.0,2022-05-19 16:54:33.600
2.0,2022-05-20 10:23:46.323
2.0,2022-05-20 10:45:33.187
2.0,2022-05-20 11:39:20.237
2.0,2022-05-20 11:52:45.220
2.0,2022-05-20 15:37:02.550
2.0,2022-05-20 17:22:40.330
2.0,2022-05-23 10:27:30.147
2.0,2022-05-23 11:14:06.227
2.0,2022-05-23 12:03:12.567
2.0,2022-05-23 12:11:00.473
2.0,2022-05-23 12:45:46.917
2.0,2022-05-23 13:45:50.473
2.0,2022-05-23 16:12:17.527
2.0,2022-05-23 16:15:05.690
2.0,2022-05-23 17:11:11.767
2.0,2022-05-23 17:31:55.083
2.0,2022-05-23 17:34:59.387
2.0,2022-05-24 09:57:38.200
2.0,2022-05-24 10:03:01.387
2.0,2022-05-24 13:03:18.390
2.0,2022-05-24 14:01:13.823
2.0,2022-05-24 14:11:58.010
2.0,2022-05-24 14:23:03.913
2.0,2022-05-25 11:03:35.443
2.0,2022-05-25 11:35:06.413
2.0,2022-05-25 12:48:54.790
2.0,2022-05-25 14:01:24.967
2.0,2022-05-25 14:15:48.730
2.0,2022-05-25 17:30:11.153
2.0,2022-05-26 10:46:05.190
2.0,2022-05-26 11:04:29.840
2.0,2022-05-26 12:55:26.490
2.0,2022-05-26 14:41:46.847
2.0,2022-05-26 14:45:10.833
2.0,2022-05-26 17:40:13.997
2.0,2022-05-26 17:43:27.800
2.0,2022-05-26 17:47:27.457
2.0,2022-05-27 09:16:09.263
2.0,2022-05-27 09:23:37.770
2.0,2022-05-27 09:24:59.490
2.0,2022-05-27 10:35:10.180
2.0,2022-05-27 11:48:44.810
2.0,2022-05-27 11:52:21.273
2.0,2022-05-27 14:51:45.250
2.0,2022-05-27 15:16:04.513
2.0,2022-05-27 16:43:05.260
2.0,2022-05-27 16:50:36.640
2.0,2022-05-27 17:11:19.797
2.0,2022-05-30 09:55:24.953
2.0,2022-05-30 11:06:57.047
2.0,2022-05-30 12:34:21.283
2.0,2022-05-30 14:15:16.200
2.0,2022-05-30 14:22:58.887
2.0,2022-05-30 14:26:20.917
2.0,2022-05-30 16:59:21.220
2.0,2022-05-31 08:14:04.993
2.0,2022-05-31 09:26:00.023
2.0,2022-05-31 09:42:38.080
2.0,2022-05-31 10:01:10.360
2.0,2022-05-31 10:24:46.780
2.0,2022-05-31 10:32:24.497
2.0,2022-05-31 10:46:35.193
2.0,2022-05-31 10:53:41.157
2.0,2022-05-31 12:33:59.200
2.0,2022-05-31 13:00:06.710
2.0,2022-05-31 14:40:38.437
2.0,2022-05-31 15:54:13.657
2.0,2022-05-31 16:43:05.287
2.0,2022-05-31 16:46:24.520
2.0,2022-05-31 16:53:12.357
2.0,2022-05-31 16:55:07.033
2.0,2022-05-31 17:00:51.483
2.0,2022-06-01 16:56:46.373
2.0,2022-06-01 17:02:35.497
2.0,2022-06-01 17:11:20.817
2.0,2022-06-01 17:19:02.773
2.0,2022-06-01 17:57:40.150
2.0,2022-06-02 09:32:24.527
2.0,2022-06-02 11:07:38.387
2.0,2022-06-02 11:53:06.497
2.0,2022-06-02 12:02:11.333
2.0,2022-06-02 13:56:39.363
2.0,2022-06-02 14:13:34.030
2.0,2022-06-02 14:51:39.610
2.0,2022-06-02 16:06:50.290
2.0,2022-06-02 17:09:15.917
2.0,2022-06-02 17:35:12.767
2.0,2022-06-03 09:19:22.850
2.0,2022-06-03 11:30:26.937
2.0,2022-06-03 12:24:52.263
2.0,2022-06-03 13:19:24.353
2.0,2022-06-03 14:08:16.543
2.0,2022-06-03 16:05:30.267
2.0,2022-06-03 17:24:17.033
2.0,2022-06-03 17:25:32.993
2.0,2022-06-06 10:46:43.390
2.0,2022-06-06 13:12:43.183
2.0,2022-06-06 16:03:47.170
2.0,2022-06-06 16:19:10.810
2.0,2022-06-06 17:15:16.670
2.0,2022-06-06 17:42:13.670
2.0,2022-06-06 17:45:34.737
2.0,2022-06-07 10:01:37.367
2.0,2022-06-07 10:14:14.527
2.0,2022-06-07 12:22:24.640
2.0,2022-06-07 13:15:13.993
2.0,2022-06-07 13:41:49.290
2.0,2022-06-07 14:23:09.077
2.0,2022-06-07 15:10:24.110
2.0,2022-06-07 16:11:54.243
2.0,2022-06-07 17:09:24.297
2.0,2022-06-07 17:31:07.097
2.0,2022-06-07 17:37:14.503
2.0,2022-06-08 10:35:52.790
2.0,2022-06-08 11:40:45.433
2.0,2022-06-08 11:52:29.273
2.0,2022-06-08 11:53:40.267
2.0,2022-06-08 12:13:01.350
2.0,2022-06-08 12:29:43.740
2.0,2022-06-09 09:41:11.620
2.0,2022-06-09 09:45:45.257
2.0,2022-06-09 10:34:50.837
2.0,2022-06-09 10:53:58.403
2.0,2022-06-09 11:12:16.087
2.0,2022-06-09 11:56:42.687
2.0,2022-06-09 12:10:46.197
2.0,2022-06-09 12:40:19.643
2.0,2022-06-09 16:19:12.167
2.0,2022-06-09 16:42:26.777
2.0,2022-06-10 10:03:40.280
2.0,2022-06-10 11:03:54.057
2.0,2022-06-10 11:31:08.273
2.0,2022-06-10 13:01:51.850
2.0,2022-06-10 13:05:28.960
2.0,2022-06-10 16:12:27.577
2.0,2022-06-10 16:15:02.157
2.0,2022-06-13 13:08:17.660
2.0,2022-06-13 15:56:14.170
2.0,2022-06-13 16:01:12.310
2.0,2022-06-13 16:02:56.130
2.0,2022-06-13 17:05:58.397
2.0,2022-06-14 10:11:03.140
2.0,2022-06-14 10:32:38.123
2.0,2022-06-14 11:26:21.230
2.0,2022-06-14 11:49:53.813
2.0,2022-06-14 12:52:23.973
2.0,2022-06-14 13:28:18.463
2.0,2022-06-14 14:13:40.270
2.0,2022-06-14 14:24:37.857
2.0,2022-06-14 16:28:05.540
2.0,2022-06-15 10:17:39.820
2.0,2022-06-15 10:40:07.947
2.0,2022-06-15 12:01:53.387
2.0,2022-06-15 12:12:57.757
2.0,2022-06-15 12:41:12.040
2.0,2022-06-15 15:16:16.320
2.0,2022-06-15 16:59:41.087
2.0,2022-06-15 17:41:31.390
2.0,2022-06-15 17:50:37.037
2.0,2022-06-16 09:05:54.837
2.0,2022-06-16 09:12:21.407
2.0,2022-06-16 09:26:26.397
2.0,2022-06-16 11:32:31.270
2.0,2022-06-16 12:46:32.577
2.0,2022-06-16 13:15:22.783
2.0,2022-06-16 13:33:25.640
2.0,2022-06-16 16:48:23.220
2.0,2022-06-17 09:33:28.250
2.0,2022-06-17 10:41:25.947
2.0,2022-06-17 12:49:06.997
2.0,2022-06-17 16:16:34.360
2.0,2022-06-17 16:31:07.517
2.0,2022-06-17 16:34:06.967
2.0,2022-06-17 17:05:48.733
2.0,2022-06-17 17:55:49.887
2.0,2022-06-20 10:08:29.167
2.0,2022-06-20 12:09:37.967
2.0,2022-06-20 12:54:05.333
2.0,2022-06-20 12:59:10.417
2.0,2022-06-20 13:12:33.190
2.0,2022-06-20 14:12:03.473
2.0,2022-06-20 14:26:48.827
2.0,2022-06-20 16:58:05.237
2.0,2022-06-21 10:06:45.723
2.0,2022-06-21 12:36:22.100
2.0,2022-06-21 13:09:40.547
2.0,2022-06-21 15:05:44.647
2.0,2022-06-21 16:47:02.093
2.0,2022-06-21 17:08:24.003
2.0,2022-06-22 09:18:08.410
2.0,2022-06-22 09:32:49.930
2.0,2022-06-22 11:18:37.197
2.0,2022-06-22 11:52:14.493
2.0,2022-06-22 12:09:52.817
2.0,2022-06-22 15:39:18.597
2.0,2022-06-22 16:05:02.810
2.0,2022-06-23 10:26:48.950
2.0,2022-06-23 11:10:27.077
2.0,2022-06-23 11:47:49.117
2.0,2022-06-23 11:56:28.750
2.0,2022-06-23 14:42:48.413
2.0,2022-06-23 15:16:58.513
2.0,2022-06-23 15:47:42.800
2.0,2022-06-23 16:46:52.227
2.0,2022-06-24 09:56:22.743
2.0,2022-06-24 10:34:03.063
2.0,2022-06-24 10:37:50.700
2.0,2022-06-24 10:59:50.783
2.0,2022-06-24 11:03:24.150
2.0,2022-06-24 11:16:59.297
2.0,2022-06-24 11:40:27.457
2.0,2022-06-24 12:06:24.077
2.0,2022-06-24 12:18:18.777
2.0,2022-06-24 13:46:02.563
2.0,2022-06-24 16:16:33.657
2.0,2022-06-24 16:50:05.363
2.0,2022-06-27 10:25:07.560
2.0,2022-06-27 12:11:39.117
2.0,2022-06-27 13:20:01.247
2.0,2022-06-27 15:08:56.377
2.0,2022-06-27 17:01:18.013
2.0,2022-06-27 17:03:00.747
2.0,2022-06-27 17:04:07.277
2.0,2022-06-27 17:15:44.750
2.0,2022-06-28 11:21:53.247
2.0,2022-06-28 11:24:05.027
2.0,2022-06-28 12:39:52.960
2.0,2022-06-28 13:11:49.077
2.0,2022-06-28 13:57:24.647
2.0,2022-06-28 14:06:53.253
2.0,2022-06-28 15:49:24.470
2.0,2022-06-29 09:13:01.087
2.0,2022-06-29 10:31:45.683
2.0,2022-06-29 11:51:28.187
2.0,2022-06-29 12:06:09.907
2.0,2022-06-29 12:31:46.447
2.0,2022-06-29 14:41:31.907
2.0,2022-06-29 17:20:01.247
2.0,2022-06-30 08:53:14.190
2.0,2022-06-30 12:35:35.257
2.0,2022-06-30 12:40:13.077
2.0,2022-06-30 13:37:43.323
2.0,2022-06-30 13:46:48.933
2.0,2022-06-30 13:52:10.360
2.0,2022-06-30 14:07:23.240
2.0,2022-06-30 14:26:20.733
2.0,2022-06-30 14:40:25.323
2.0,2022-06-30 15:59:32.357
2.0,2022-06-30 16:04:13.727
2.0,2022-06-30 16:07:16.660
2.0,2022-06-30 16:11:03.950
2.0,2022-06-30 16:15:32.393
2.0,2022-06-30 16:42:39.393
2.0,2022-06-30 16:58:35.290
2.0,2022-06-30 17:07:49.693
2.0,2022-06-30 17:21:36.007
2.0,2022-06-30 17:48:21.440
2.0,2022-07-04 09:16:16.010
2.0,2022-07-04 09:18:32.910
2.0,2022-07-04 09:21:36.793
2.0,2022-07-04 09:33:26.277
2.0,2022-07-04 09:50:02.663
2.0,2022-07-04 11:08:59.613
2.0,2022-07-04 13:30:24.420
2.0,2022-07-04 14:11:03.783
2.0,2022-07-04 15:19:56.577
2.0,2022-07-04 16:38:14.917
2.0,2022-07-05 08:41:53.600
2.0,2022-07-05 10:35:37.327
2.0,2022-07-05 15:17:00.917
2.0,2022-07-05 16:21:03.857
2.0,2022-07-05 17:26:14.743
2.0,2022-07-06 10:20:55.937
2.0,2022-07-06 11:06:02.670
2.0,2022-07-06 15:39:35.910
2.0,2022-07-06 15:57:02.253
2.0,2022-07-06 16:26:08.567
2.0,2022-07-06 16:56:59.907
2.0,2022-07-06 16:58:48.250
2.0,2022-07-06 17:41:30.797
2.0,2022-07-06 17:50:49.653
2.0,2022-07-06 18:15:05.847
2.0,2022-07-07 11:47:47.600
2.0,2022-07-08 11:13:34.747
2.0,2022-07-11 09:06:22.150
2.0,2022-07-11 11:12:03.877
2.0,2022-07-11 12:12:30.463
2.0,2022-07-11 12:14:19.707
2.0,2022-07-11 12:26:47.313
2.0,2022-07-11 13:07:25.190
2.0,2022-07-11 13:44:04.693
2.0,2022-07-11 14:07:27.053
2.0,2022-07-11 14:23:32.260
2.0,2022-07-11 15:42:57.213
2.0,2022-07-11 17:04:24.027
2.0,2022-07-11 17:12:17.867
2.0,2022-07-12 10:08:10.370
2.0,2022-07-12 10:09:22.490
2.0,2022-07-12 11:14:51.743
2.0,2022-07-12 11:34:15.250
2.0,2022-07-12 11:43:40.450
2.0,2022-07-12 12:51:15.647
2.0,2022-07-12 13:05:21.770
2.0,2022-07-12 14:31:06.860
2.0,2022-07-12 15:11:51.943
2.0,2022-07-12 16:07:29.283
2.0,2022-07-13 08:39:17.617
2.0,2022-07-13 08:49:05.710
2.0,2022-07-13 12:02:13.457
2.0,2022-07-13 12:09:24.253
2.0,2022-07-13 13:54:15.730
2.0,2022-07-13 16:42:59.790
2.0,2022-07-13 17:08:57.497
2.0,2022-07-14 09:01:50.913
2.0,2022-07-14 10:28:21.953
2.0,2022-07-14 10:40:33.363
2.0,2022-07-14 10:47:43.587
2.0,2022-07-14 11:36:09.927
2.0,2022-07-14 13:12:01.617
2.0,2022-07-14 14:14:45.810
2.0,2022-07-14 15:22:29.453
2.0,2022-07-14 17:56:35.377
2.0,2022-07-15 08:36:05.717
2.0,2022-07-15 11:41:46.303
2.0,2022-07-15 12:07:01.340
2.0,2022-07-15 15:07:43.450
2.0,2022-07-15 15:46:48.950
2.0,2022-07-15 17:17:01.420
2.0,2022-07-18 10:46:14.523
2.0,2022-07-18 12:00:48.260
2.0,2022-07-18 12:06:34.990
2.0,2022-07-18 12:22:21.417
2.0,2022-07-18 13:09:18.663
2.0,2022-07-18 17:59:41.273
2.0,2022-07-19 12:57:24.357
2.0,2022-07-19 13:54:05.633
2.0,2022-07-19 14:02:33.927
2.0,2022-07-19 15:29:16.697
2.0,2022-07-20 10:00:15.797
2.0,2022-07-20 10:16:17.383
2.0,2022-07-20 13:27:35.717
2.0,2022-07-20 13:52:52.737
2.0,2022-07-20 16:45:44.497
2.0,2022-07-20 16:47:06.050
2.0,2022-07-20 17:11:11.010
2.0,2022-07-20 17:22:35.097
2.0,2022-07-20 17:24:38.260
2.0,2022-07-21 10:33:23.110
2.0,2022-07-21 10:44:59.480
2.0,2022-07-21 10:52:24.410
2.0,2022-07-21 11:20:03.573
2.0,2022-07-21 13:05:33.003
2.0,2022-07-21 13:26:22.273
2.0,2022-07-21 16:46:23.973
2.0,2022-07-22 11:31:38.500
2.0,2022-07-22 11:57:11.767
2.0,2022-07-22 12:10:56.713
2.0,2022-07-22 12:56:11.130
2.0,2022-07-22 13:15:34.667
2.0,2022-07-22 13:17:06.957
2.0,2022-07-22 14:58:10.050
2.0,2022-07-25 11:18:54.923
2.0,2022-07-25 12:20:02.330
2.0,2022-07-25 15:11:54.207
2.0,2022-07-25 17:44:30.270
2.0,2022-07-26 08:29:26.630
2.0,2022-07-26 12:51:45.647
2.0,2022-07-26 17:48:30.227
2.0,2022-07-27 09:24:52.963
2.0,2022-07-27 09:48:22.533
2.0,2022-07-27 10:06:47.567
2.0,2022-07-27 10:55:33.207
2.0,2022-07-27 11:47:33.000
2.0,2022-07-27 13:59:06.707
2.0,2022-07-27 14:08:47.113
2.0,2022-07-27 14:33:14.847
2.0,2022-07-27 16:37:01.220
2.0,2022-07-27 16:46:29.267
2.0,2022-07-28 09:30:45.803
2.0,2022-07-28 09:47:58.150
2.0,2022-07-28 10:50:03.530
2.0,2022-07-28 11:32:08.487
2.0,2022-07-28 12:14:14.103
2.0,2022-07-28 13:44:51.893
2.0,2022-07-28 14:49:17.997
2.0,2022-07-28 15:34:27.177
2.0,2022-07-28 15:36:48.713
2.0,2022-07-28 15:39:20.043
2.0,2022-07-28 17:43:40.523
2.0,2022-07-28 17:45:06.110
2.0,2022-07-29 09:57:58.053
2.0,2022-07-29 11:54:22.167
2.0,2022-07-29 14:45:02.063
2.0,2022-07-29 16:36:09.977
2.0,2022-07-29 16:49:29.190
2.0,2022-07-29 16:51:22.527
2.0,2022-07-29 17:06:59.837
2.0,2022-07-29 17:15:50.553
2.0,2022-07-29 17:18:23.537
2.0,2022-07-29 17:23:51.637
2.0,2022-07-29 17:28:00.317
2.0,2022-07-29 17:38:31.133
2.0,2022-07-29 17:40:38.907
2.0,2022-07-29 17:53:50.103
2.0,2022-07-29 17:56:47.553
2.0,2022-07-29 18:05:27.377
2.0,2022-08-01 16:25:20.873
2.0,2022-08-01 16:30:41.337
2.0,2022-08-01 16:35:33.357
2.0,2022-08-01 16:39:46.960
2.0,2022-08-01 16:45:55.120
2.0,2022-08-01 16:47:09.383
2.0,2022-08-01 16:48:18.393
2.0,2022-08-01 16:53:08.837
2.0,2022-08-02 12:12:04.337
2.0,2022-08-02 12:59:33.910
2.0,2022-08-02 14:12:15.127
2.0,2022-08-02 14:41:01.940
2.0,2022-08-02 16:56:35.220
2.0,2022-08-02 17:58:32.103
2.0,2022-08-02 18:00:14.063
2.0,2022-08-03 09:55:25.277
2.0,2022-08-03 10:40:45.883
2.0,2022-08-03 12:49:37.943
2.0,2022-08-03 17:04:13.760
2.0,2022-08-03 17:35:11.757
2.0,2022-08-04 10:49:52.333
2.0,2022-08-04 13:51:57.510
2.0,2022-08-04 16:03:34.467
2.0,2022-08-04 16:15:21.867
2.0,2022-08-05 08:41:40.587
2.0,2022-08-05 09:05:11.073
2.0,2022-08-05 12:21:10.740
2.0,2022-08-05 14:01:07.957
2.0,2022-08-05 18:25:50.887
2.0,2022-08-05 18:27:42.670
2.0,2022-08-08 09:11:36.873
2.0,2022-08-08 11:24:21.917
2.0,2022-08-08 11:29:25.560
2.0,2022-08-08 11:35:56.997
2.0,2022-08-08 13:18:09.693
2.0,2022-08-08 14:23:30.827
2.0,2022-08-08 16:13:22.267
2.0,2022-08-08 17:15:41.653
2.0,2022-08-09 08:05:15.807
2.0,2022-08-09 10:19:19.570
2.0,2022-08-09 10:49:54.213
2.0,2022-08-09 12:08:16.093
2.0,2022-08-09 16:18:15.267
2.0,2022-08-09 16:26:42.997
2.0,2022-08-09 16:34:07.900
2.0,2022-08-10 10:39:37.530
2.0,2022-08-10 10:45:10.907
2.0,2022-08-10 12:32:35.047
2.0,2022-08-10 12:47:14.093
2.0,2022-08-10 13:13:05.547
2.0,2022-08-10 14:05:24.767
2.0,2022-08-10 14:07:47.643
2.0,2022-08-10 14:53:51.097
2.0,2022-08-10 15:40:48.043
2.0,2022-08-10 16:36:41.450
2.0,2022-08-10 17:24:45.223
2.0,2022-08-10 18:05:07.520
2.0,2022-08-11 08:31:54.320
2.0,2022-08-11 09:50:17.207
2.0,2022-08-11 10:26:05.437
2.0,2022-08-11 10:50:32.720
2.0,2022-08-11 12:40:06.557
2.0,2022-08-11 12:47:53.783
2.0,2022-08-11 13:25:59.877
2.0,2022-08-11 15:21:15.387
2.0,2022-08-11 15:28:52.533
2.0,2022-08-11 17:24:02.207
2.0,2022-08-12 10:53:01.347
2.0,2022-08-12 11:05:12.107
2.0,2022-08-12 11:26:34.867
2.0,2022-08-12 13:26:05.597
2.0,2022-08-12 14:29:11.197
2.0,2022-08-12 17:00:30.907
2.0,2022-08-15 11:15:31.867
2.0,2022-08-15 12:47:52.503
2.0,2022-08-15 12:49:59.787
2.0,2022-08-15 14:16:43.557
2.0,2022-08-15 14:22:15.800
2.0,2022-08-15 15:47:32.733
